line_name,operator_name,day_of_week,hour,avg_arrival_delay,avg_departure_delay,num_trips
R4,Schweizerische Bundesbahnen SBB,Monday,19.0,2.5842592592592593,3.1548611111111113,54
R4,Schweizerische Bundesbahnen SBB,Monday,20.0,0.5518518518518518,0.9989583333333334,54
R4,Schweizerische Bundesbahnen SBB,Monday,21.0,0.6783333333333332,1.190909090909091,50
R4,Schweizerische Bundesbahnen SBB,Monday,22.0,0.9721014492753624,1.5887499999999999,46
R4,Schweizerische Bundesbahnen SBB,Monday,23.0,0.5786231884057971,0.885,46
R4,Schweizerische Bundesbahnen SBB,Saturday,0.0,3.229047619047619,3.0720430107526884,35
R4,Schweizerische Bundesbahnen SBB,Saturday,1.0,6.258333333333333,5.183333333333334,2
R4,Schweizerische Bundesbahnen SBB,Saturday,4.0,0.55,0.5166666666666667,1
R4,Schweizerische Bundesbahnen SBB,Saturday,5.0,1.2692982456140351,1.7569444444444444,38
R4,Schweizerische Bundesbahnen SBB,Saturday,6.0,0.676923076923077,1.1111111111111112,52
R4,Schweizerische Bundesbahnen SBB,Saturday,7.0,0.517948717948718,0.9888888888888889,52
R4,Schweizerische Bundesbahnen SBB,Saturday,8.0,0.3346153846153846,0.80625,52
R4,Schweizerische Bundesbahnen SBB,Saturday,9.0,0.8134615384615385,1.3385416666666667,52
R4,Schweizerische Bundesbahnen SBB,Saturday,10.0,0.4483974358974359,0.9406249999999999,52
R4,Schweizerische Bundesbahnen SBB,Saturday,11.0,0.5387820512820513,1.0197916666666667,52
R4,Schweizerische Bundesbahnen SBB,Saturday,12.0,0.6612179487179487,1.1260416666666666,52
R4,Schweizerische Bundesbahnen SBB,Saturday,13.0,0.2932692307692308,0.8121527777777778,52
R4,Schweizerische Bundesbahnen SBB,Saturday,14.0,0.7644230769230769,1.2694444444444444,52
R4,Schweizerische Bundesbahnen SBB,Saturday,15.0,0.4432692307692308,0.9392361111111112,52
R4,Schweizerische Bundesbahnen SBB,Saturday,16.0,1.0375,1.5385416666666665,52
R4,Schweizerische Bundesbahnen SBB,Saturday,17.0,2.2336538461538464,2.8725694444444443,52
R4,Schweizerische Bundesbahnen SBB,Saturday,18.0,0.6467948717948718,1.0534722222222224,52
R4,Schweizerische Bundesbahnen SBB,Saturday,19.0,0.4519230769230769,0.9142361111111111,52
R4,Schweizerische Bundesbahnen SBB,Saturday,20.0,0.958974358974359,1.4447916666666665,52
R4,Schweizerische Bundesbahnen SBB,Saturday,21.0,0.7506410256410256,1.2270833333333333,52
R4,Schweizerische Bundesbahnen SBB,Saturday,22.0,0.35705128205128206,0.7857638888888889,52
R4,Schweizerische Bundesbahnen SBB,Saturday,23.0,0.5432692307692307,0.9902777777777777,52
R4,Schweizerische Bundesbahnen SBB,Sunday,0.0,1.5372549019607842,2.032795698924731,34
R4,Schweizerische Bundesbahnen SBB,Sunday,1.0,2.9333333333333336,1.9666666666666666,2
R4,Schweizerische Bundesbahnen SBB,Sunday,4.0,0.4,0.3333333333333333,1
R4,Schweizerische Bundesbahnen SBB,Sunday,5.0,3.0771929824561406,3.5444444444444443,38
R4,Schweizerische Bundesbahnen SBB,Sunday,6.0,0.5653846153846154,0.9510416666666667,52
R4,Schweizerische Bundesbahnen SBB,Sunday,7.0,1.4041666666666666,2.1062499999999997,52
R4,Schweizerische Bundesbahnen SBB,Sunday,8.0,0.5967948717948718,0.8774305555555556,52
R4,Schweizerische Bundesbahnen SBB,Sunday,9.0,0.2810897435897436,0.7618055555555555,52
R4,Schweizerische Bundesbahnen SBB,Sunday,10.0,0.42852564102564106,0.9350694444444444,52
R4,Schweizerische Bundesbahnen SBB,Sunday,11.0,0.9182692307692307,1.4607638888888888,52
R4,Schweizerische Bundesbahnen SBB,Sunday,12.0,0.5983974358974359,1.0732638888888888,52
R4,Schweizerische Bundesbahnen SBB,Sunday,13.0,0.9310897435897435,1.5795138888888889,52
R4,Schweizerische Bundesbahnen SBB,Sunday,14.0,0.45641025641025645,0.9090277777777778,52
R4,Schweizerische Bundesbahnen SBB,Sunday,15.0,0.7948717948717949,1.4100694444444446,52
R4,Schweizerische Bundesbahnen SBB,Sunday,16.0,0.41025641025641024,0.7440972222222223,52
R4,Schweizerische Bundesbahnen SBB,Sunday,17.0,0.8221153846153846,1.3229166666666667,52
R4,Schweizerische Bundesbahnen SBB,Sunday,18.0,0.4375,0.9284722222222221,52
R4,Schweizerische Bundesbahnen SBB,Sunday,19.0,0.46570512820512816,0.9559027777777778,52
R4,Schweizerische Bundesbahnen SBB,Sunday,20.0,0.28365384615384615,0.8545138888888889,52
R4,Schweizerische Bundesbahnen SBB,Sunday,21.0,0.6291666666666667,1.1045138888888888,52
R4,Schweizerische Bundesbahnen SBB,Sunday,22.0,1.3326923076923076,1.7006944444444443,52
R4,Schweizerische Bundesbahnen SBB,Sunday,23.0,3.314423076923077,4.133680555555555,52
R4,Schweizerische Bundesbahnen SBB,Thursday,0.0,0.9992063492063491,0.9629629629629629,21
R4,Schweizerische Bundesbahnen SBB,Thursday,1.0,-0.55,0.26666666666666666,2
R4,Schweizerische Bundesbahnen SBB,Thursday,4.0,2.566666666666667,2.0833333333333335,1
R4,Schweizerische Bundesbahnen SBB,Thursday,5.0,0.2533333333333333,0.5557971014492754,50
R4,Schweizerische Bundesbahnen SBB,Thursday,6.0,2.2046296296296295,3.004861111111111,54
R4,Schweizerische Bundesbahnen SBB,Thursday,7.0,1.6759259259259258,2.0232638888888888,54
R4,Schweizerische Bundesbahnen SBB,Thursday,8.0,0.5419753086419753,1.1135416666666667,54
R4,Schweizerische Bundesbahnen SBB,Thursday,9.0,1.1518518518518517,1.6875,54
R4,Schweizerische Bundesbahnen SBB,Thursday,10.0,0.37222222222222223,0.9336805555555556,54
R4,Schweizerische Bundesbahnen SBB,Thursday,11.0,0.5415151515151515,1.0656462585034014,55
R4,Schweizerische Bundesbahnen SBB,Thursday,12.0,0.40925925925925927,0.9260416666666668,54
R4,Schweizerische Bundesbahnen SBB,Thursday,13.0,0.21820987654320986,0.7729166666666667,54
R4,Schweizerische Bundesbahnen SBB,Thursday,14.0,0.03425925925925926,0.5760416666666667,54
R4,Schweizerische Bundesbahnen SBB,Thursday,15.0,0.19393939393939397,0.6595238095238096,55
R4,Schweizerische Bundesbahnen SBB,Thursday,16.0,0.4660493827160494,1.012152777777778,54
R4,Schweizerische Bundesbahnen SBB,Thursday,17.0,0.8438271604938271,1.4170138888888888,54
R4,Schweizerische Bundesbahnen SBB,Thursday,18.0,0.34567901234567905,0.8208333333333333,54
R4,Schweizerische Bundesbahnen SBB,Thursday,19.0,0.6901234567901234,1.254513888888889,54
R4,Schweizerische Bundesbahnen SBB,Thursday,20.0,0.4962962962962963,1.0243055555555556,54
R4,Schweizerische Bundesbahnen SBB,Thursday,21.0,0.5636666666666666,1.0431818181818182,50
R4,Schweizerische Bundesbahnen SBB,Thursday,22.0,0.3978260869565218,0.9004166666666666,46
R4,Schweizerische Bundesbahnen SBB,Thursday,23.0,0.6065217391304347,1.0345833333333334,46
R4,Schweizerische Bundesbahnen SBB,Tuesday,0.0,3.418253968253968,3.099074074074074,21
R4,Schweizerische Bundesbahnen SBB,Tuesday,1.0,0.13333333333333333,0.26666666666666666,2
R4,Schweizerische Bundesbahnen SBB,Tuesday,4.0,0.36666666666666664,0.2833333333333333,1
R4,Schweizerische Bundesbahnen SBB,Tuesday,5.0,1.6946666666666668,2.121014492753623,50
R4,Schweizerische Bundesbahnen SBB,Tuesday,6.0,0.4527777777777778,0.9059027777777778,54
R4,Schweizerische Bundesbahnen SBB,Tuesday,7.0,0.8448484848484848,1.3241496598639457,55
R4,Schweizerische Bundesbahnen SBB,Tuesday,8.0,0.9351851851851852,1.434375,54
R4,Schweizerische Bundesbahnen SBB,Tuesday,9.0,0.5256172839506172,1.1031250000000001,54
R4,Schweizerische Bundesbahnen SBB,Tuesday,10.0,1.0530864197530865,1.6149305555555555,54
R4,Schweizerische Bundesbahnen SBB,Tuesday,11.0,0.6296969696969696,1.241156462585034,55
R4,Schweizerische Bundesbahnen SBB,Tuesday,12.0,0.2839506172839506,0.7888888888888889,54
R4,Schweizerische Bundesbahnen SBB,Tuesday,13.0,0.2916666666666667,0.7927083333333332,54
R4,Schweizerische Bundesbahnen SBB,Tuesday,14.0,0.37993827160493826,0.9385416666666666,54
R4,Schweizerische Bundesbahnen SBB,Tuesday,15.0,0.47393939393939394,1.0615646258503402,55
R4,Schweizerische Bundesbahnen SBB,Tuesday,16.0,0.4861111111111111,1.0756944444444445,54
R4,Schweizerische Bundesbahnen SBB,Tuesday,17.0,0.6373456790123456,1.198611111111111,54
R4,Schweizerische Bundesbahnen SBB,Tuesday,18.0,0.28487654320987654,0.8052083333333333,54
R4,Schweizerische Bundesbahnen SBB,Tuesday,19.0,1.0203703703703704,1.5496527777777775,54
R4,Schweizerische Bundesbahnen SBB,Tuesday,20.0,0.391358024691358,0.8690972222222223,54
R4,Schweizerische Bundesbahnen SBB,Tuesday,21.0,0.6286666666666667,1.1083333333333334,50
R4,Schweizerische Bundesbahnen SBB,Tuesday,22.0,0.533695652173913,1.115,46
R4,Schweizerische Bundesbahnen SBB,Tuesday,23.0,0.5148550724637682,0.9741666666666667,46
R4,Schweizerische Bundesbahnen SBB,Wednesday,0.0,0.6293650793650793,0.6611111111111111,21
R4,Schweizerische Bundesbahnen SBB,Wednesday,1.0,-0.45833333333333337,0.18333333333333332,2
R4,Schweizerische Bundesbahnen SBB,Wednesday,4.0,0.26666666666666666,0.2833333333333333,1
R4,Schweizerische Bundesbahnen SBB,Wednesday,5.0,0.473,0.8586956521739131,50
R4,Schweizerische Bundesbahnen SBB,Wednesday,6.0,0.27870370370370373,0.7795138888888888,54
R4,Schweizerische Bundesbahnen SBB,Wednesday,7.0,0.6635802469135803,1.1277777777777778,54
R4,Schweizerische Bundesbahnen SBB,Wednesday,8.0,0.2074074074074074,0.7468750000000001,54
R4,Schweizerische Bundesbahnen SBB,Wednesday,9.0,0.24012345679012345,0.7635416666666667,54
R4,Schweizerische Bundesbahnen SBB,Wednesday,10.0,0.3854938271604938,0.9381944444444444,54
R4,Schweizerische Bundesbahnen SBB,Wednesday,11.0,0.8748484848484849,1.4326530612244899,55
R4,Schweizerische Bundesbahnen SBB,Wednesday,12.0,1.0929012345679012,1.5857638888888888,54
R4,Schweizerische Bundesbahnen SBB,Wednesday,13.0,0.8916666666666666,1.4652777777777777,54
R4,Schweizerische Bundesbahnen SBB,Wednesday,14.0,0.11790123456790125,0.6663194444444445,54
R4,Schweizerische Bundesbahnen SBB,Wednesday,15.0,0.3766666666666667,0.866326530612245,55
R4,Schweizerische Bundesbahnen SBB,Wednesday,16.0,0.5376543209876543,1.1187500000000001,54
R4,Schweizerische Bundesbahnen SBB,Wednesday,17.0,0.3469135802469136,0.8034722222222221,54
R4,Schweizerische Bundesbahnen SBB,Wednesday,18.0,1.0648148148148149,1.621875,54
R4,Schweizerische Bundesbahnen SBB,Wednesday,19.0,0.4351851851851852,0.8986111111111111,54
R4,Schweizerische Bundesbahnen SBB,Wednesday,20.0,2.1721014492753623,2.5454166666666667,46
R4,Schweizerische Bundesbahnen SBB,Wednesday,21.0,0.7166666666666666,1.0837837837837838,43
R4,Schweizerische Bundesbahnen SBB,Wednesday,22.0,0.3576086956521739,0.9054166666666668,46
R4,Schweizerische Bundesbahnen SBB,Wednesday,23.0,2.1105072463768115,3.027083333333333,46
R40,Matterhorn Gotthard Bahn (bvz),Friday,0.0,1.2083333333333333,,2
R40,Matterhorn Gotthard Bahn (bvz),Friday,1.0,0.875,,2
R40,Matterhorn Gotthard Bahn (bvz),Friday,2.0,0.10833333333333334,,2
R40,Matterhorn Gotthard Bahn (bvz),Friday,3.0,1.1166666666666667,,2
R40,Matterhorn Gotthard Bahn (bvz),Friday,4.0,1.9916666666666667,,2
R40,Matterhorn Gotthard Bahn (bvz),Friday,5.0,-0.15833333333333335,,2
R40,Matterhorn Gotthard Bahn (bvz),Friday,6.0,0.3583333333333334,,6
R40,Matterhorn Gotthard Bahn (bvz),Friday,7.0,1.9027777777777777,,6
R40,Matterhorn Gotthard Bahn (bvz),Friday,8.0,1.9027777777777777,,6
R40,Matterhorn Gotthard Bahn (bvz),Friday,9.0,2.1666666666666665,,6
R40,Matterhorn Gotthard Bahn (bvz),Friday,10.0,1.2750000000000001,,6
R40,Matterhorn Gotthard Bahn (bvz),Friday,11.0,1.325,,6
R40,Matterhorn Gotthard Bahn (bvz),Friday,12.0,1.9833333333333334,,6
R40,Matterhorn Gotthard Bahn (bvz),Friday,13.0,3.0694444444444446,,6
R40,Matterhorn Gotthard Bahn (bvz),Friday,14.0,2.3222222222222224,,6
R40,Matterhorn Gotthard Bahn (bvz),Friday,15.0,2.477777777777778,,6
R40,Matterhorn Gotthard Bahn (bvz),Friday,16.0,1.9777777777777779,,6
R40,Matterhorn Gotthard Bahn (bvz),Friday,17.0,1.752777777777778,,6
R40,Matterhorn Gotthard Bahn (bvz),Friday,18.0,3.475,,6
R40,Matterhorn Gotthard Bahn (bvz),Friday,19.0,1.9527777777777777,,6
R40,Matterhorn Gotthard Bahn (bvz),Friday,20.0,0.9444444444444445,,6
R40,Matterhorn Gotthard Bahn (bvz),Friday,21.0,0.45555555555555555,,6
R40,Matterhorn Gotthard Bahn (bvz),Friday,22.0,-0.3416666666666667,,4
R40,Matterhorn Gotthard Bahn (bvz),Friday,23.0,-0.33333333333333337,,4
R40,Matterhorn Gotthard Bahn (bvz),Monday,6.0,2.755555555555556,,6
R40,Matterhorn Gotthard Bahn (bvz),Monday,7.0,2.472222222222222,,6
R40,Matterhorn Gotthard Bahn (bvz),Monday,8.0,2.7583333333333333,,6
R40,Matterhorn Gotthard Bahn (bvz),Monday,9.0,3.8305555555555557,,6
R40,Matterhorn Gotthard Bahn (bvz),Monday,10.0,3.227777777777778,,6
R40,Matterhorn Gotthard Bahn (bvz),Monday,11.0,1.7055555555555557,,6
R40,Matterhorn Gotthard Bahn (bvz),Monday,12.0,4.0,,6
R40,Matterhorn Gotthard Bahn (bvz),Monday,13.0,2.6694444444444443,,6
R40,Matterhorn Gotthard Bahn (bvz),Monday,14.0,1.0944444444444443,,6
R40,Matterhorn Gotthard Bahn (bvz),Monday,15.0,2.297222222222222,,6
R40,Matterhorn Gotthard Bahn (bvz),Monday,16.0,1.0416666666666667,,6
R40,Matterhorn Gotthard Bahn (bvz),Monday,17.0,5.902777777777779,,6
R40,Matterhorn Gotthard Bahn (bvz),Monday,18.0,2.772222222222222,,6
R40,Matterhorn Gotthard Bahn (bvz),Monday,19.0,1.6083333333333334,,6
R40,Matterhorn Gotthard Bahn (bvz),Monday,20.0,1.4333333333333333,,6
R40,Matterhorn Gotthard Bahn (bvz),Monday,21.0,2.266666666666667,,6
R40,Matterhorn Gotthard Bahn (bvz),Monday,22.0,3.075,,2
R40,Matterhorn Gotthard Bahn (bvz),Saturday,0.0,-1.225,,2
R40,Matterhorn Gotthard Bahn (bvz),Saturday,1.0,-1.225,,2
R40,Matterhorn Gotthard Bahn (bvz),Saturday,2.0,-0.9583333333333334,,2
R40,Matterhorn Gotthard Bahn (bvz),Saturday,3.0,-0.21666666666666667,,2
R40,Matterhorn Gotthard Bahn (bvz),Saturday,4.0,-1.4916666666666667,,2
R40,Matterhorn Gotthard Bahn (bvz),Saturday,5.0,-1.6416666666666666,,2
R40,Matterhorn Gotthard Bahn (bvz),Saturday,6.0,1.2333333333333334,,6
R40,Matterhorn Gotthard Bahn (bvz),Saturday,7.0,1.7249999999999999,,6
R40,Matterhorn Gotthard Bahn (bvz),Saturday,8.0,2.538888888888889,,6
R40,Matterhorn Gotthard Bahn (bvz),Saturday,9.0,3.744444444444445,,6
R40,Matterhorn Gotthard Bahn (bvz),Saturday,10.0,4.563888888888889,,6
R40,Matterhorn Gotthard Bahn (bvz),Saturday,11.0,2.858333333333333,,6
R40,Matterhorn Gotthard Bahn (bvz),Saturday,12.0,1.625,,6
R40,Matterhorn Gotthard Bahn (bvz),Saturday,13.0,2.9305555555555554,,6
R40,Matterhorn Gotthard Bahn (bvz),Saturday,14.0,1.6055555555555554,,6
R40,Matterhorn Gotthard Bahn (bvz),Saturday,15.0,1.6638888888888888,,6
R40,Matterhorn Gotthard Bahn (bvz),Saturday,16.0,2.888888888888889,,6
R40,Matterhorn Gotthard Bahn (bvz),Saturday,17.0,2.4,,6
R40,Matterhorn Gotthard Bahn (bvz),Saturday,18.0,7.247222222222223,,6
R40,Matterhorn Gotthard Bahn (bvz),Saturday,19.0,2.3222222222222224,,6
R40,Matterhorn Gotthard Bahn (bvz),Saturday,20.0,1.7805555555555557,,6
R40,Matterhorn Gotthard Bahn (bvz),Saturday,21.0,1.2388888888888887,,6
R40,Matterhorn Gotthard Bahn (bvz),Saturday,22.0,-0.5208333333333334,,4
R40,Matterhorn Gotthard Bahn (bvz),Saturday,23.0,0.26249999999999996,,4
R40,Matterhorn Gotthard Bahn (bvz),Sunday,0.0,-1.6749999999999998,,2
R40,Matterhorn Gotthard Bahn (bvz),Sunday,1.0,-1.7833333333333332,,2
R40,Matterhorn Gotthard Bahn (bvz),Sunday,2.0,-1.625,,2
R40,Matterhorn Gotthard Bahn (bvz),Sunday,3.0,-0.6833333333333335,,2
R40,Matterhorn Gotthard Bahn (bvz),Sunday,4.0,-0.8166666666666667,,2
R40,Matterhorn Gotthard Bahn (bvz),Sunday,5.0,-1.3416666666666666,,2
R40,Matterhorn Gotthard Bahn (bvz),Sunday,6.0,0.18611111111111112,,6
R40,Matterhorn Gotthard Bahn (bvz),Sunday,7.0,1.0305555555555557,,6
R40,Matterhorn Gotthard Bahn (bvz),Sunday,8.0,1.986111111111111,,6
R40,Matterhorn Gotthard Bahn (bvz),Sunday,9.0,1.7083333333333333,,6
R40,Matterhorn Gotthard Bahn (bvz),Sunday,10.0,2.4555555555555553,,6
R40,Matterhorn Gotthard Bahn (bvz),Sunday,11.0,2.486111111111111,,6
R40,Matterhorn Gotthard Bahn (bvz),Sunday,12.0,1.3972222222222221,,6
R40,Matterhorn Gotthard Bahn (bvz),Sunday,13.0,1.388888888888889,,6
R40,Matterhorn Gotthard Bahn (bvz),Sunday,14.0,1.4611111111111112,,6
R40,Matterhorn Gotthard Bahn (bvz),Sunday,15.0,2.319444444444444,,6
R40,Matterhorn Gotthard Bahn (bvz),Sunday,16.0,2.327777777777778,,6
R40,Matterhorn Gotthard Bahn (bvz),Sunday,17.0,3.3249999999999997,,6
R40,Matterhorn Gotthard Bahn (bvz),Sunday,18.0,4.069444444444445,,6
R40,Matterhorn Gotthard Bahn (bvz),Sunday,19.0,2.158333333333333,,6
R40,Matterhorn Gotthard Bahn (bvz),Sunday,20.0,2.533333333333333,,6
R40,Matterhorn Gotthard Bahn (bvz),Sunday,21.0,0.6694444444444444,,6
R40,Matterhorn Gotthard Bahn (bvz),Sunday,22.0,0.725,,2
R40,Matterhorn Gotthard Bahn (bvz),Thursday,6.0,1.8503717077085943e-16,,6
R40,Matterhorn Gotthard Bahn (bvz),Thursday,7.0,1.238888888888889,,6
R40,Matterhorn Gotthard Bahn (bvz),Thursday,8.0,1.5777777777777777,,6
R40,Matterhorn Gotthard Bahn (bvz),Thursday,9.0,1.1388888888888888,,6
R40,Matterhorn Gotthard Bahn (bvz),Thursday,10.0,1.7833333333333332,,6
R40,Matterhorn Gotthard Bahn (bvz),Thursday,11.0,3.9055555555555554,,6
R40,Matterhorn Gotthard Bahn (bvz),Thursday,12.0,2.0833333333333335,,6
R40,Matterhorn Gotthard Bahn (bvz),Thursday,13.0,1.4416666666666667,,6
R40,Matterhorn Gotthard Bahn (bvz),Thursday,14.0,1.0611111111111111,,6
R40,Matterhorn Gotthard Bahn (bvz),Thursday,15.0,1.4416666666666667,,6
R40,Matterhorn Gotthard Bahn (bvz),Thursday,16.0,2.6055555555555556,,6
R40,Matterhorn Gotthard Bahn (bvz),Thursday,17.0,3.147222222222222,,6
R40,Matterhorn Gotthard Bahn (bvz),Thursday,18.0,3.305555555555556,,6
R40,Matterhorn Gotthard Bahn (bvz),Thursday,19.0,0.7000000000000001,,6
R40,Matterhorn Gotthard Bahn (bvz),Thursday,20.0,1.752777777777778,,6
R40,Matterhorn Gotthard Bahn (bvz),Thursday,21.0,1.1694444444444445,,6
R40,Matterhorn Gotthard Bahn (bvz),Thursday,22.0,-0.5875,,4
R40,Matterhorn Gotthard Bahn (bvz),Thursday,23.0,0.029166666666666674,,4
R40,Matterhorn Gotthard Bahn (bvz),Tuesday,6.0,2.966666666666667,,6
R40,Matterhorn Gotthard Bahn (bvz),Tuesday,7.0,3.4277777777777776,,6
R40,Matterhorn Gotthard Bahn (bvz),Tuesday,8.0,5.302777777777778,,6
R40,Matterhorn Gotthard Bahn (bvz),Tuesday,9.0,5.45,,6
R40,Matterhorn Gotthard Bahn (bvz),Tuesday,10.0,2.761111111111111,,6
R40,Matterhorn Gotthard Bahn (bvz),Tuesday,11.0,2.8000000000000003,,6
R40,Matterhorn Gotthard Bahn (bvz),Tuesday,12.0,3.233333333333334,,6
R40,Matterhorn Gotthard Bahn (bvz),Tuesday,13.0,2.8055555555555554,,6
R40,Matterhorn Gotthard Bahn (bvz),Tuesday,14.0,1.2249999999999999,,6
R40,Matterhorn Gotthard Bahn (bvz),Tuesday,15.0,2.875,,6
R40,Matterhorn Gotthard Bahn (bvz),Tuesday,16.0,5.086111111111111,,6
R40,Matterhorn Gotthard Bahn (bvz),Tuesday,17.0,5.563888888888889,,6
R40,Matterhorn Gotthard Bahn (bvz),Tuesday,18.0,7.272222222222222,,6
R40,Matterhorn Gotthard Bahn (bvz),Tuesday,19.0,2.7694444444444444,,6
R40,Matterhorn Gotthard Bahn (bvz),Tuesday,20.0,2.513888888888889,,6
R40,Matterhorn Gotthard Bahn (bvz),Tuesday,21.0,4.2444444444444445,,6
R40,Matterhorn Gotthard Bahn (bvz),Tuesday,22.0,1.7166666666666668,,2
R40,Matterhorn Gotthard Bahn (bvz),Wednesday,6.0,0.3333333333333332,,5
R40,Matterhorn Gotthard Bahn (bvz),Wednesday,7.0,4.533333333333333,,6
R40,Matterhorn Gotthard Bahn (bvz),Wednesday,8.0,4.530555555555556,,6
R40,Matterhorn Gotthard Bahn (bvz),Wednesday,9.0,4.261111111111111,,6
R40,Matterhorn Gotthard Bahn (bvz),Wednesday,10.0,3.011111111111111,,6
R40,Matterhorn Gotthard Bahn (bvz),Wednesday,11.0,2.797222222222222,,6
R40,Matterhorn Gotthard Bahn (bvz),Wednesday,12.0,3.5027777777777778,,6
R40,Matterhorn Gotthard Bahn (bvz),Wednesday,13.0,1.5555555555555554,,6
R40,Matterhorn Gotthard Bahn (bvz),Wednesday,14.0,2.1638888888888888,,6
R40,Matterhorn Gotthard Bahn (bvz),Wednesday,15.0,8.786111111111111,,6
R40,Matterhorn Gotthard Bahn (bvz),Wednesday,16.0,8.319444444444445,,6
R40,Matterhorn Gotthard Bahn (bvz),Wednesday,17.0,2.588888888888889,,6
R40,Matterhorn Gotthard Bahn (bvz),Wednesday,18.0,8.197222222222221,,6
R40,Matterhorn Gotthard Bahn (bvz),Wednesday,19.0,1.8805555555555555,,6
R40,Matterhorn Gotthard Bahn (bvz),Wednesday,20.0,1.9833333333333332,,6
R40,Matterhorn Gotthard Bahn (bvz),Wednesday,21.0,0.3472222222222223,,6
R40,Matterhorn Gotthard Bahn (bvz),Wednesday,22.0,-0.35833333333333334,,2
R40,Matterhorn Gotthard Bahn (fo),Wednesday,6.0,0.0,,1
R41,Matterhorn Gotthard Bahn (bvz),Friday,6.0,-1.1166666666666667,0.4833333333333334,2
R41,Matterhorn Gotthard Bahn (bvz),Friday,7.0,-0.5880952380952381,0.7583333333333333,7
R41,Matterhorn Gotthard Bahn (bvz),Friday,8.0,0.054166666666666696,1.2727272727272727,12
R41,Matterhorn Gotthard Bahn (bvz),Friday,9.0,0.3547619047619048,1.9083333333333332,14
R41,Matterhorn Gotthard Bahn (bvz),Friday,10.0,0.5904761904761904,2.066666666666667,14
R41,Matterhorn Gotthard Bahn (bvz),Friday,11.0,1.3178571428571428,2.7416666666666667,14
R41,Matterhorn Gotthard Bahn (bvz),Friday,12.0,0.7607142857142858,1.9833333333333334,14
R41,Matterhorn Gotthard Bahn (bvz),Friday,13.0,0.9797619047619047,2.084722222222222,14
R41,Matterhorn Gotthard Bahn (bvz),Friday,14.0,3.045238095238095,4.598611111111111,14
R41,Matterhorn Gotthard Bahn (bvz),Friday,15.0,2.767857142857143,4.0874999999999995,14
R41,Matterhorn Gotthard Bahn (bvz),Friday,16.0,2.2130952380952382,3.3763888888888887,14
R41,Matterhorn Gotthard Bahn (bvz),Friday,17.0,1.6845238095238098,2.2513888888888887,14
R41,Matterhorn Gotthard Bahn (bvz),Friday,18.0,-0.20972222222222223,0.9116666666666667,12
R41,Matterhorn Gotthard Bahn (bvz),Friday,19.0,0.769047619047619,2.25,7
R41,Matterhorn Gotthard Bahn (bvz),Friday,20.0,1.225,0.6666666666666666,2
R41,Matterhorn Gotthard Bahn (bvz),Monday,6.0,-0.49166666666666664,1.0,2
R41,Matterhorn Gotthard Bahn (bvz),Monday,7.0,-0.12619047619047621,0.9888888888888889,7
R41,Matterhorn Gotthard Bahn (bvz),Monday,8.0,0.2791666666666667,1.453030303030303,12
R41,Matterhorn Gotthard Bahn (bvz),Monday,9.0,2.1202380952380953,3.4277777777777776,14
R41,Matterhorn Gotthard Bahn (bvz),Monday,10.0,1.1845238095238095,2.475,14
R41,Matterhorn Gotthard Bahn (bvz),Monday,11.0,2.1107142857142858,2.470833333333333,14
R41,Matterhorn Gotthard Bahn (bvz),Monday,12.0,0.8678571428571428,2.2666666666666666,14
R41,Matterhorn Gotthard Bahn (bvz),Monday,13.0,2.167857142857143,3.2125,14
R41,Matterhorn Gotthard Bahn (bvz),Monday,14.0,3.185714285714286,4.777777777777778,14
R41,Matterhorn Gotthard Bahn (bvz),Monday,15.0,3.7916666666666665,6.140277777777778,14
R41,Matterhorn Gotthard Bahn (bvz),Monday,16.0,2.8083333333333336,2.9,14
R41,Matterhorn Gotthard Bahn (bvz),Monday,17.0,1.2202380952380951,2.011111111111111,14
R41,Matterhorn Gotthard Bahn (bvz),Monday,18.0,1.3124999999999998,1.4983333333333333,12
R41,Matterhorn Gotthard Bahn (bvz),Monday,19.0,1.1857142857142857,2.213888888888889,7
R41,Matterhorn Gotthard Bahn (bvz),Monday,20.0,1.925,1.4833333333333334,2
R41,Matterhorn Gotthard Bahn (bvz),Saturday,6.0,-0.475,2.5166666666666666,2
R41,Matterhorn Gotthard Bahn (bvz),Saturday,7.0,1.2023809523809523,2.2777777777777777,7
R41,Matterhorn Gotthard Bahn (bvz),Saturday,8.0,1.698611111111111,2.687878787878788,12
R41,Matterhorn Gotthard Bahn (bvz),Saturday,9.0,1.0773809523809523,2.444444444444444,14
R41,Matterhorn Gotthard Bahn (bvz),Saturday,10.0,1.611904761904762,3.108333333333333,14
R41,Matterhorn Gotthard Bahn (bvz),Saturday,11.0,2.5642857142857145,3.0305555555555554,14
R41,Matterhorn Gotthard Bahn (bvz),Saturday,12.0,-0.023809523809523808,1.1888888888888889,14
R41,Matterhorn Gotthard Bahn (bvz),Saturday,13.0,0.2714285714285714,1.3402777777777777,14
R41,Matterhorn Gotthard Bahn (bvz),Saturday,14.0,0.2619047619047619,1.4749999999999999,14
R41,Matterhorn Gotthard Bahn (bvz),Saturday,15.0,-0.7226190476190476,0.638888888888889,14
R41,Matterhorn Gotthard Bahn (bvz),Saturday,16.0,0.7309523809523809,1.7847222222222223,14
R41,Matterhorn Gotthard Bahn (bvz),Saturday,17.0,1.0261904761904763,1.361111111111111,14
